smoothness,grad_norm
6.489083,0.16170758
4.049484,0.09056145
5.892836,0.0013453214
3.0158129,0.056685276
4.586707,0.112603
5.076766,0.08592096
9.939978,0.22927773
8.883384,0.18137044
4.1373687,0.09093408
6.968043,0.14171694
3.348401,0.06532259
3.6965854,0.016045632
8.3455305,0.18968293
7.0941358,0.13292901
7.4445996,0.12473723
13.840377,0.17122956
13.659724,0.2835189
3.6149483,0.07260295
7.2323165,0.102241755
9.8127365,0.225485
36.24305,0.38361457
24.434223,0.36548543
2.3830152,0.01116615
8.176452,0.18652208
21.344572,0.29177994
6.6968293,0.18183014
7.0852203,0.22836532
4.701533,0.097191505
3.2701516,0.037154846
11.739438,0.25024164
5.2012186,0.13032486
7.768121,0.15236092
2.035993,0.04019952
5.4232044,0.12644829
26.616138,0.50819165
6.8808465,0.097742505
4.680157,0.038378425
2.6287317,0.03947877
4.5269814,0.11306055
11.495756,0.28278416
9.156515,0.18223429
6.1713634,0.20960002
14.704011,0.31147444
4.1440287,0.11891325
3.157899,0.056700744
5.2802777,0.07940516
3.424033,0.07585671
2.4384515,0.06255168
5.714476,0.0855299
4.2368026,0.024694858
12.451811,0.3128412
8.183453,0.13489391
5.2665625,0.0735039
4.875631,0.1324975
13.156566,0.30553263
7.273683,0.06383377
6.4069195,0.07809003
27.075893,0.5080929
1.6639938,0.0011500585
6.5741267,0.13214709
0.64311314,0.004670866
3.6127512,0.08324614
2.567807,0.03521045
4.2878757,0.05858005
1.869695,0.02414734
7.077484,0.16213562
3.0923913,0.060662404
9.277379,0.18571654
25.021198,0.42403668
7.08941,0.13152133
3.1006052,0.02291978
4.6216626,0.18601902
16.085077,0.38330534
5.5898857,0.16437724
2.4637158,0.02875339
6.8566985,0.14026968
8.156925,0.18825889
4.021955,0.10913015
